,channel_id,channel_name,country,genre_channel,join_date,subscriber,total_video,,,0,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,United States,Gaming,4/29/2010,61006277,3424,
1006,UCxytOEPP99jj8mqVGAO7haQ,MyCupcakeAddiction,Australia,Howto & Style,9/21/2011,3175364,595,,,,,,,,,,,
1007,UCQphRgAhj5UxktrQNP3WF5g,Disney UK,-,Film and Animation,12/7/2007,3174952,1051,,,,,,,,,,,
1008,UCuAcfy-GKYd1SPj8iEtA3Zw,Dudesons,-,Entertainment,10/5/2006,3172869,478,,,,,,,,,,,
1009,UCFKE7WVJfvaHW5q283SxchA,Yoga With Adriene,-,Howto & Style,8/30/2012,3170576,390,,,,,,,,,,,
1010,UCT-QobdGYczKTSuWAQbQFAA,OperaÃ§Ã£o Cinema,Brazil,Entertainment,6/23/2015,3169793,278,,,,,,,,,,,
1011,UCnFKsbAof9fRv614I4wJX_w,MBC ÙØµØ±,Egypt,Entertainment,10/14/2012,3166420,5268,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1013,UCdT7yHXJ-D7GzGiuDzDKM9w,AustinMVEVO,-,Music,9/5/2012,3164752,79,,,,,,,,,,,
1014,UCfIXdjDQH9Fau7y99_Orpjw,Gorillaz,Great-Britain,Music,11/11/2005,3163575,144,,,,,,,,,,,
1015,UCzZ2N81E6ureM3slotgJfUw,YTITTY,-,Film and Animation,2/25/2008,3163560,372,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1017,UCiDJtJKMICpb9B1qf7qjEOA,Tested,-,Science & Technology,3/8/2010,3162001,3309,,,,,,,,,,,
1018,UCXjhJbviBl0M4JAC3cxDXqA,TeluguOne,India,Entertainment,9/9/2006,3154903,31989,,,,,,,,,,,
1019,UClS0wn3LPs9jdX_yt2g1k8w,MariahCareyVEVO,-,Music,5/12/2009,3154402,156,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1021,UCKjJXmZxk1SiTUQUB28KHpw,TsMadaan,India,Howto & Style,8/30/2008,3150186,1327,,,,,,,,,,,
1022,UC1KdVb6D5C0pJqEA8cZPL6Q,Nicole Skyes,United States,Entertainment,4/7/2007,3148507,238,,,,,,,,,,,
1023,UCtBu8Wb2BUoduUXJS9Uss7Q,ThaiCh8 : à¸à¹à¸­à¸ 8,Thailand,Entertainment,10/17/2011,3148362,37386,,,,,,,,,,,
1024,UCqX8hO4JWM6IJfEabbZmhUw,NightcoreReality,United States,Music,4/25/2013,3147934,301,,,,,,,,,,,
1025,UCttUlwTvqWQXRAaTcxeG9Zg,ProjVEVO,-,Music,1/27/2014,3146484,41,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1028,UCnM02drQP-dF7WMgtJHR4Xw,Mr. Nightmare,United States,Entertainment,8/3/2014,3141529,171,,,,,,,,,,,
1029,UCT8z80a4ESgO2Y4qajk-iXw,cutepolish,Canada,Howto & Style,2/11/2010,3139710,428,,,,,,,,,,,
1030,UCzpCc5n9hqiVC7HhPwcIKEg,Good Mythical MORE,United States,Entertainment,12/14/2013,3136021,921,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1032,UC8xib1EjaAbsstncxXSUNZg,World of Dance,United States,Entertainment,1/25/2010,3134476,5538,,,,,,,,,,,
1033,UCzmfQwPcjXGOvTLnGJQFUvA,Paulinho e Toquinho,Brazil,Entertainment,3/12/2015,3134356,733,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1035,UCytZlLB3uBn2XFfXlN25zPg,JOOGSQUAD PPJT,United States,Entertainment,5/16/2007,3130543,895,,,,,,,,,,,
1036,UCBFLqK7PAP9DQ3JpIrWFI7w,Pipocando,Brazil,Entertainment,12/20/2013,3127096,915,,,,,,,,,,,
1037,UC5M_h2S8Ldoc9M6f7B-_m6A,Nickelodeon,Nederland,Entertainment,10/10/2005,3126670,2298,,,,,,,,,,,
1038,UCLm6s42r_wCbBX0QqXNCTwg,LeFloid,Germany,Entertainment,10/14/2007,3125931,658,,,,,,,,,,,
1039,UCAtZ8IT8JSY0W8ecOmtYOdw,ToyzCollectorHD,PerÃº,Entertainment,8/18/2009,3124805,160,,,,,,,,,,,
1040,UCJqcphJAnsD5YDXcRFzTsOw,Luxy Hair,Canada,Howto & Style,4/18/2010,3124367,466,,,,,,,,,,,
1041,UCXUrDDdmQHni2UTSNyIh4ag,jennxpenn,United States,Entertainment,1/15/2009,3122734,319,,,,,,,,,,,
1042,UCMpOz2KEfkSdd5JeIJh_fxw,Shaaanxo,New-Zealand,Howto & Style,1/18/2009,3122302,1217,,,,,,,,,,,
1043,UCi0aSU3x06FHJ2hUHgc0_Xw,Zoio Do dia,Brazil,Travel & Events,6/17/2015,3121947,168,,,,,,,,,,,
1044,UCCvoAe__WFYMNAEN-C-CtYA,Wayne Goss,Great-Britain,Howto & Style,8/5/2008,3117106,1161,,,,,,,,,,,
1045,UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,United States,Entertainment,2/20/2012,3116273,788,,,,,,,,,,,
1046,UCNYrK4tc5i1-eL8TXesH2pg,schmoyoho,-,Music,12/10/2006,3114985,177,,,,,,,,,,,
1047,UC-GI5LST5T3Gw93yZxjdFaw,DORETDEPLATINE,France,Music,11/21/2012,3114606,122,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1050,UCmY5lv5l2RYGOKWKGXLmGJw,GizmoSlip,United States,Science & Technology,11/13/2011,3106633,262,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1052,UCu59yAFE8fM0sVNTipR4edw,Masha and The Bear,Great-Britain,Entertainment,9/17/2014,3098667,261,,,,,,,,,,,
1053,UCYpVqLSvfseUqb2URAkexlw,KygoOfficialVEVO,-,Music,11/18/2014,3095914,36,,,,,,,,,,,
1054,UC3djj8jS0370cu_ghKs_Ong,HooplaKidz - Official Nursery Rhymes Channel,United States,Education,5/31/2010,3095087,506,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1058,UCZq1cMuSl4V3mnJCW3uTZMQ,RosyMcMichael,United States,Howto & Style,6/11/2010,3087971,913,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1060,UCkDbLiXbx6CIRZuyW9sZK1g,Taras Kul,United States,Science & Technology,10/14/2009,3082870,840,,,,,,,,,,,
1061,UCLRpI5yd10aJxSel3e6MlNw,gootmusic,United States,Music,9/14/2007,3082232,145,,,,,,,,,,,
1062,UCOiFUE8BrJaAje9IlSmzCtg,Saskia's Dansschool,Nederland,Sports,6/20/2007,3077334,225,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1067,UCKyU-wd-KY4PMOcOpPQgQcw,Televisa Telenovelas,-,Entertainment,4/3/2013,3074779,12712,,,,,,,,,,,
1068,UCoXamg6CYWAptD93iLai2Vw,Maneirando,Brazil,Entertainment,2/6/2015,3072926,194,,,,,,,,,,,
1069,UCmxc6kXbU1J-0pR2F3wIx9A,ConCrafter | LUCA,Germany,Entertainment,8/1/2011,3072204,2234,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1071,UCLLNPuvRGKxSczJcxlOiMXg,reZigiusz,Poland,Entertainment,8/27/2012,3068352,908,,,,,,,,,,,
1072,UC9PgszLOAWhQC6orYejcJlw,Braille Skateboarding,United States,Howto & Style,12/27/2005,3067767,3214,,,,,,,,,,,
1073,UCR-ENZ64WL1vB8KU4YzdmTQ,Tiffany Alvord,United States,Music,4/14/2008,3065727,357,,,,,,,,,,,
1074,UCDTtciKkf_AzXtKNUjkUEPg,Shay Mitchell,United States,Howto & Style,10/7/2011,3062314,161,,,,,,,,,,,
1075,UC9-3c4LzdzT_HvW3Xuti9wg,Calfreezy,Great-Britain,Sports,4/19/2010,3060137,1197,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1077,UCutXfzLC5wrV3SInT_tdY0w,Wong Fu Productions,-,Entertainment,4/25/2007,3051748,512,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1080,UCKl5lpwNm67Sa-aPRNPCAkw,AsÃ­ O MÃ¡s FÃ¡cil,-,Howto & Style,8/18/2011,3043875,128,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1083,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,-,Entertainment,7/17/2012,3041247,1773,,,,,,,,,,,
1084,UCvB3solmhqtgDeLpD-yTtfg,hickok45,-,Sports,1/6/2007,3040575,1554,,,,,,,,,,,
1085,UCes1EvRjcKU4sY_UEavndBw,ChrisFix,United States,Autos & Vehicles,7/30/2008,3038917,299,,,,,,,,,,,
1086,UCzWQYUVCpZqtN93H8RR44Qw,Seeker,United States,Science & Technology,9/12/2012,3038090,3033,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1088,UCzeB_0FNcPIyUSjL_TL5lEw,AzzyLand,Canada,Entertainment,5/8/2015,3029691,669,,,,,,,,,,,
1089,UCNbngWUqL2eqRw12yAwcICg,Laura in the Kitchen,-,Howto & Style,1/15/2010,3029641,1290,,,,,,,,,,,
1090,UC1LG7YDL7OLD6VvdPAmyjiA,Biel & Sthe,Brazil,Entertainment,10/9/2007,3026600,138,,,,,,,,,,,
1091,UC2il4ZKYE7gwjoVDGAbgMbQ,TimOn ChaveS,Russian Federation,Entertainment,10/12/2013,3026204,521,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1093,UCu4bj03KW4CwAsYtHSwMEsQ,Arcangel,-,Music,4/24/2015,3025634,89,,,,,,,,,,,
1094,UCjeD2I8jwXg2l_nvXb_6Hzw,YRF Music,India,Music,4/9/2010,3021836,1055,,,,,,,,,,,
1095,UC6gqv2Naj9JiowZgHfPstmg,HelloMaphie,United States,Howto & Style,12/6/2009,3020193,436,,,,,,,,,,,
1096,UCiBr0bK06imaMbLc8sAEz0A,MBCentertainment,-,Entertainment,7/30/2009,3019260,55251,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1099,UCdlf4s-ckOfSE-tTBeMBITg,Ema&Eric Giant Surprise,Romania,Entertainment,2/4/2013,3016614,286,,,,,,,,,,,
1100,UCm3FgJ2Hqm7tb70T-GfwXVA,HalseyVEVO,-,Music,6/23/2014,3016463,93,,,,,,,,,,,
1101,UCCyCcRlr_NRDP-JFAhBxq1g,Lulu99,-,Entertainment,2/1/2015,3010267,118,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1105,UCyjuFsbclXyntSRMBAILzbw,2CELLOS,Croatia,Music,10/17/2011,3008244,172,,,,,,,,,,,
1106,UCgQRN9EO5ksPZjs7EasIftQ,#Refugio Mental,-,Entertainment,8/10/2013,3008062,228,,,,,,,,,,,
1107,UCpcsv3Ow-8IhoUGDEfPetsQ,Venus Movies,India,Entertainment,3/15/2010,3006773,2810,,,,,,,,,,,
1108,UCoeXcVMriL31GQGBL-c2KJg,Lizy P,-,Howto & Style,7/22/2013,3006525,266,,,,,,,,,,,
1109,UChEYVadfkMCfrKUi6qr3I1Q,Kodak Black,-,Music,3/28/2013,3006086,222,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1111,UC_DptbqTndVt_Im3KkuIK5Q,KianAndJc,-,Entertainment,7/27/2014,3000135,289,,,,,,,,,,,
1112,UC6zPzUJo8hu-5TzUk8IEC2Q,Mother Goose Club Playhouse,-,Education,2/3/2009,2999274,679,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1114,UCMxtWuqP6Ktk1tsSZSstaug,Haryanvi Maina,India,Entertainment,5/3/2013,2991220,2869,,,,,,,,,,,
1115,UClgevvAYKcfuthTWppKT0IQ,WatchMojo EspaÃ±ol,Canada,Entertainment,2/22/2012,2986709,725,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1117,UCaTEzQ2l5uvEIVg5diys6dw,platinumrecordsmusic,United Arab Emirates,Music,9/2/2008,2983726,442,,,,,,,,,,,
1118,UCh8qpZhEwzejZ55cajXimqQ,Ana Maria Brogui,Brazil,Howto & Style,9/17/2006,2983176,602,,,,,,,,,,,
1119,UC3KknIJZXRygH2pZ6MDtGbg,Kids Channel - Cartoon Videos for Kids,United States,Education,7/13/2013,2983141,1807,,,,,,,,,,,
1120,UCY1kMZp36IQSyNx_9h4mpCg,Mark Rober,United States,Science & Technology,10/20/2011,2981078,66,,,,,,,,,,,
1121,UCK9F8nycURBsR0YlrBsu1Ag,Jingle Toons,India,Film and Animation,1/24/2013,2979959,160,,,,,,,,,,,
1122,UCTISYi9ABujrrI1Slg3ZDBA,AbstrachujeTV,Poland,Entertainment,10/4/2012,2979009,194,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1124,UC-vSh8UCm0tFaLYAIXqqKLA,Kingsley,United States,Entertainment,7/4/2009,2975344,345,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1126,UCK5Q72Uyo73uRPk8PmM2A3w,Genevieve's Playhouse - Toy Learning for Kids,United States,Film and Animation,1/6/2016,2965477,388,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1128,UCxmNWF8fQ4miqfGs84dFVrg,Dimitri Vegas & Like Mike,-,Music,9/10/2009,2960697,303,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1133,UCgyqtNWZmIxTx3b6OxTSALw,Android Authority,-,Science & Technology,4/3/2011,2951238,3355,,,,,,,,,,,
1134,UCKTgL5yfBJXIgRbhe4Qs1Mg,bubzbeauty,Great-Britain,Howto & Style,8/6/2007,2951088,468,,,,,,,,,,,
1135,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama FachÃ©,France,Entertainment,2/21/2016,2949856,406,,,,,,,,,,,
1136,UCvo4dSGxJ3r0ZL6NQJIuG5Q,tophype,Russian Federation,Entertainment,6/26/2014,2949220,491,,,,,,,,,,,
1137,UCi0LRhUrjY8tLx7GYFNSo_Q,Dyler | Ø¯Ø§ÙÙØ±,Saudi Arabia,Entertainment,12/20/2016,2948648,132,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1139,UC1NB1xUQ8ItM5VoA4101lUQ,Scarce,United States,Entertainment,1/26/2012,2946844,1518,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1141,UCupvZG-5ko_eiXAupbDfxWw,CNN,-,News & Politics,10/2/2005,2944923,139709,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1143,UCIJLyikcHCUCUmlm0MHcaPw,Stuu,-,Entertainment,10/5/2011,2941559,1011,,,,,,,,,,,
1144,UCG9nVSLp4nQlW79sY5ihRrg,Desi Perkins,United States,Howto & Style,8/17/2013,2939467,267,,,,,,,,,,,
1145,UCGFNp4Pialo9wjT9Bo8wECA,FutParÃ³dias,Brazil,Sports,12/29/2016,2938196,121,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1150,UC9PEibgWOqZ-1I1JdxRmr6g,Walk off the Earth,Canada,Music,7/30/2008,2927037,164,,,,,,,,,,,
1151,UC25XKx8xjNHgODq7gggZQ_Q,Paperpop,-,Howto & Style,12/6/2012,2926605,116,,,,,,,,,,,
1152,UCChX88lCd7o1buiqdWdME-Q,Tirullipa Show,Brazil,Entertainment,3/12/2013,2925808,184,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1154,UC84t25xqhPEPpGY7NBZJ_eA,Antena 3,EspaÃ±a,Entertainment,3/11/2006,2921752,16838,,,,,,,,,,,
1155,UCFYMDSW-BzeYZKFSxROw3Rg,The Living Tombstone,United States,Music,5/21/2011,2921107,183,,,,,,,,,,,
1156,UCO-9Uf_aIFZ2mJF4ws8wOgQ,Jana Taffarel,Brazil,Howto & Style,6/27/2012,2919028,953,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1158,UCzTtkLZFy6wqD4SsA9_fTtw,Krazyrayray,-,Howto & Style,2/16/2009,2916965,331,,,,,,,,,,,
1159,UCs-6sCz2LJm1PrWQN4ErsPw,Esporte Interativo,Brazil,Sports,10/30/2009,2916090,24388,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1162,UCSH7DIh3q-iMH_OdysUi8nQ,Jc Caylen,-,Entertainment,9/13/2010,2913289,119,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1165,UCWrtsravWX0ANhHiJXNlyXw,TheSamTsui,-,Music,8/14/2011,2911603,206,,,,,,,,,,,
1166,UCLF-kfM8ZxHQ9lW_lpu_thw,Toy Trains 4u,Great-Britain,Entertainment,3/25/2007,2907716,2547,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1168,UCAkZ7bimIU9m7wT6Th0FcEw,NiinaSecrets,Brazil,Howto & Style,6/25/2010,2903787,1068,,,,,,,,,,,
1169,UCQzdMyuz0Lf4zo4uGcEujFw,GameofThrones,-,Film and Animation,9/29/2007,2901532,906,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1171,UCAeFhampgxy4JRtIDHU9pcA,YourHealth,India,Howto & Style,7/13/2016,2898793,216,,,,,,,,,,,
1172,UCv1xjGi8KibuoOK8StRFCWg,Cracks,-,Sports,8/7/2015,2895874,783,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1174,UC5Ti4_DVp7LW34PjEwB13Xg,Morphle TV,United States,Entertainment,12/15/2011,2892496,338,,,,,,,,,,,
1175,UCXF15hEQI7y1hpoZK4cZDEQ,KN Channel,Viet Nam,Entertainment,11/23/2014,2890594,363,,,,,,,,,,,
1176,UCHcDpS0TXITVs0ZrBSIsEsA,Lokdhun Punjabi,India,Music,12/27/2010,2890526,1294,,,,,,,,,,,
1177,UCno-YPZ8BiLrN0Wbl8qICFA,markcrilley,-,Howto & Style,11/4/2006,2890136,668,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1179,UC3aXiHo2w_6Qjilt9YmbcMA,DramaFever,-,Entertainment,11/8/2007,2885990,7281,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1181,UCbulh9WdLtEXiooRcYK7SWw,MetallicaTV,-,Music,1/30/2007,2882162,1237,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1183,UC5hVaZlIDCmnfq8vC30r-sA,fedfeclip,Thailand,Entertainment,10/27/2011,2880647,377,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1185,UC0oXyLIKxh1kCP3wLv4G6mQ,Jacob Sartorius,United States,Music,4/24/2014,2877638,36,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1187,UCucot-Zp428OwkyRm2I7v2Q,James Charles,United States,Entertainment,12/1/2015,2877362,101,,,,,,,,,,,
1188,UCN8S4CqMRy6tVKVXvs7Bzeg,Wow Kidz,India,Entertainment,6/27/2015,2875213,3322,,,,,,,,,,,
1189,UCdmGjywrxeOPfC7vDllmSgQ,TecMundo,Brazil,Science & Technology,10/20/2006,2873679,5317,,,,,,,,,,,
1190,UC61Kri0Zm18ROcYMOn-Bf4A,MixReynold,Brazil,Entertainment,9/7/2010,2871097,216,,,,,,,,,,,
1191,UC_976xMxPgzIa290Hqtk-9g,Walt Disney Animation Studios,-,Film and Animation,3/25/2008,2869199,333,,,,,,,,,,,
1192,UCrv1Jwqqo_Xc7iJiwTGi5mg,Baby Ariel,United States,Film and Animation,6/22/2015,2867851,149,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1194,UCTNtRdBAiZtHP9w7JinzfUg,SonyMusicSouthVEVO,-,Music,7/14/2014,2863949,3352,,,,,,,,,,,
1195,UC64guZp8DXzqrIQ5OPedviw,HoomanTV,United States,Entertainment,5/24/2014,2862895,80,,,,,,,,,,,
1196,UCOjEHmBKwdS7joWpW0VrXkg,21 Savage,United States,Music,2/9/2014,2862390,74,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1198,UCNYsIqBwQyhnNDVf7SXJV9w,Exploring With Josh,-,Entertainment,8/19/2013,2860180,421,,,,,,,,,,,
1199,UCsO0lSoNYaJOnohwldccOqw,VocÃª Sabia PLUS,Brazil,Entertainment,4/10/2014,2854890,215,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1201,UCU0nCk_dDYf2PavgLbfgihQ,FootballTricksOnline - Tu Club,-,Sports,7/16/2013,2853619,375,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1204,UCiUD999gJatED2zPVRRHDGw,Biollo,Brazil,Music,9/9/2011,2846426,112,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1206,UC9oqS4pLIQrrgJy_uBZq55Q,Ø­ÙÙ Ø§ÙØ¹Ø§ÙÙ !Ø,Saudi Arabia,Film and Animation,12/30/2015,2844231,1026,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1208,UCG6QEHCBfWZOnv7UVxappyw,DubstepGutter,Romania,Music,1/25/2011,2842327,859,,,,,,,,,,,
1209,UCc-2P5tCezbxegb7gxp6EXg,HobbyKidsTV,United States,Entertainment,5/22/2013,2840151,2600,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1212,UCFu2moE2kAMkd5TxfE6fTVg,FitDance Life,-,Music,1/11/2016,2837871,236,,,,,,,,,,,
1213,UCXdLsO-b4Xjf0f9xtD_YHzg,ELLO,Russian Federation,Music,11/19/2005,2837474,7853,,,,,,,,,,,
1214,UCbrd1vu4_7qIE6IPV_dA-OA,GENIAL,-,Howto & Style,6/1/2017,2836389,597,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1216,UCJLCmVUYSbyMGtB2pHOi_QQ,Andrea Russett,United States,Entertainment,7/27/2008,2832963,374,,,,,,,,,,,
1217,UC1VYb0EKcZuy9rG3q0VR57Q,todrickhall,United States,Entertainment,5/27/2006,2831183,472,,,,,,,,,,,
1218,UCSCB1IQUmNa8Gn5VfSUAUpg,Ludmilla,-,Music,6/9/2014,2830384,63,,,,,,,,,,,
1219,UCUWhWgXOjE1ET2CRRtgcnQw,Oli White,Great-Britain,Entertainment,8/23/2012,2829657,276,,,,,,,,,,,
1220,UCwipTluVS2mjuhPtx2WU7eQ,ÐÐ¸Ð¼Ð° ÐÐ°ÑÐ»ÐµÐ½Ð½Ð¸ÐºÐ¾Ð²,-,Entertainment,3/9/2014,2829196,198,,,,,,,,,,,
1221,UCLysbxhOO_JPOPgcsPCMb8w,Niana Guerrero,Philippines,Entertainment,4/11/2013,2826545,71,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1223,UC1IELV_s2HyyG3ZOj1l0hdQ,D&B Nation,United States,Entertainment,3/11/2016,2825839,143,,,,,,,,,,,
1224,UCXGgrKt94gR6lmN4aN3mYTg,Austin Evans,United States,Science & Technology,8/5/2007,2824961,1386,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1226,UCe_Fx4EZAgKjDz0aQ_Y7hSA,Got Talent Global,Great-Britain,Entertainment,1/31/2013,2820691,774,,,,,,,,,,,
1227,UCc-YCLZsBzb3tytzEDToZVw,Finger Family Songs,India,Education,8/2/2014,2820340,251,,,,,,,,,,,
1228,UCKvK7UlEj1gK1BEQ1TFyuCQ,TwinzTV,-,Entertainment,2/22/2014,2820264,197,,,,,,,,,,,
1229,UCZ90tZPn-ue2BmRAcDD88tA,Amanda Steele,-,Howto & Style,1/4/2010,2819453,399,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1232,UCCmXcYtA4T9wxc3vmbGFxRA,MCDAVO,MÃ©xico,Music,10/3/2011,2817045,73,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1234,UC1N_Yuz6eHkX39hb1qtrtkQ,Shady Srour,Egypt,Entertainment,11/3/2013,2812123,118,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1236,UC9HnKwLco0wfmmHJT4KOjJw,keshaVEVO,-,Music,9/2/2009,2810732,40,,,,,,,,,,,
1237,UCYK4l11zx3-dN1gNg1DMOIg,PokeyBR,Brazil,Entertainment,3/19/2015,2810185,1538,,,,,,,,,,,
1238,UCR6g32TTJcIRwn71M9lPd-g,Kyutie,Australia,Entertainment,6/20/2010,2807941,1037,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1241,UCSs9H1cyB3OHdy8wkit8ZKg,etvteluguindia,India,Entertainment,3/15/2010,2801927,55446,,,,,,,,,,,
1242,UC-Kw2wQSm9O5klQtzBuDE9w,Its OZX,Saudi Arabia,Entertainment,3/29/2014,2799095,160,,,,,,,,,,,
1243,UCmAhUhCZbPq8RTt9dT9RE2w,SevenPerfectAngels,Great-Britain,Entertainment,12/20/2010,2796689,1215,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1245,UCBdw4dLCLLHmTgAOnW4V0hQ,The Rock,United States,Entertainment,11/24/2005,2794114,127,,,,,,,,,,,
1246,UCGzGbfhdFsjP1yfJUEpSvWg,KYLE HANAGAMI,United States,Entertainment,8/12/2009,2788688,102,,,,,,,,,,,
1247,UCW9wAlHYNUyauqIZVE46FmA,BlackMVEVO,-,Music,8/26/2013,2788598,109,,,,,,,,,,,
1248,UCMsOddzQMnasFJtVx-CUdmg,Roberta Pupi,Brazil,Entertainment,10/18/2011,2787014,189,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1250,UC6UivEazQiqegYyG_ZT_ZWg,Fichis In The House,-,Entertainment,10/2/2013,2781344,219,,,,,,,,,,,
1251,UCanCMSBvZLmv4B6XN73BTEQ,Porta,-,Music,2/28/2012,2781097,218,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1253,UCWV3obpZVGgJ3j9FVhEjF2Q,Real Madrid C.F.,-,Sports,4/5/2006,2778277,4371,,,,,,,,,,,
1254,UCzco9CewPf0F-SP1p6LhWrw,Gigi Gorgeous,Canada,Howto & Style,7/7/2008,2776436,461,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1256,UCDj64sior23IP_7xLe8R7sg,Warner Bros. Records,-,Music,9/18/2006,2775823,944,,,,,,,,,,,
1257,UCmR-oFhgGGe-dCRiDg2ysLw,waveya2011,"Korea, Republic of",Entertainment,1/18/2011,2775242,414,,,,,,,,,,,
1258,UCD0nBMLdq_KbIK9u-mzpNkA,BeFiT,United States,Howto & Style,8/12/2006,2773155,1166,,,,,,,,,,,
1259,UCqnFo90nZIcOxbfMekqnKiQ,JUCA,-,Autos & Vehicles,1/6/2014,2769821,250,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1261,UCE5dBnwxi9DS7-Ff_VEnITA,Big Russian Boss Show,Russian Federation,Entertainment,6/30/2016,2761116,121,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1263,UCWpk9PSGHoJW1hZT4egxTNQ,Ruhi Ãenet VideolarÄ±,Turkey,Education,9/19/2012,2758970,230,,,,,,,,,,,
1264,UCVtL1edhT8qqY-j2JIndMzg,CineFix,United States,Entertainment,6/24/2006,2755723,1901,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1268,UCgPClNr5VSYC3syrDUIlzLw,Adult Swim,United States,Entertainment,3/3/2006,2751223,8433,,,,,,,,,,,
